rho_core_over_rho_core_sun,BP_RP_model,M_G_model,log10_g_cm_s2,log10_M_g,log10_xi,T_photo_K
100000.0,-0.5962234313781258,14.16584460936071,7.7044025283176865,18.220048313612512,-24.0,51043.724945594935
100000.0,-0.6552736554259815,12.590229677532179,7.793620941045271,18.850294286343928,-24.0,66205.31528763141
100000.0,-0.7351191737855722,10.252434720678625,7.926416973377696,19.785412269085345,-24.0,97374.53179692394
100000.0,-0.7595732477814868,9.48365470511641,7.970431952667151,20.09292427531023,-24.0,110484.76684581568
100000.0,-0.8054811749814077,7.968226089566997,8.058005047547736,20.699095721529996,-24.0,141554.67251350445
100000.0,-0.8675091082736002,5.7630173544913434,8.188777601784636,21.581179215560258,-24.0,202408.75113477587
100000.0,-0.8863875476873861,5.0460238842642005,8.232634109606096,21.867976603651115,-24.0,226889.9145064076
100000.0,0.08400110355691971,26.381919153015943,6.779329455308863,12.833618496150418,-23.5,8889.530244870402
100000.0,0.05272886973748593,25.88863707492405,6.843163330554971,13.030931327387174,-23.5,9256.360256604306
100000.0,0.020842273916661044,25.350096668037445,6.912390490672802,13.246347490141819,-23.5,9675.519258346809
100000.0,-0.0327249303744123,24.50549074384037,7.010008072480304,13.584189859820647,-23.5,10499.592935160776
100000.0,-0.0911586708911291,23.683160378856336,7.0873624455463915,13.913122005814264,-23.5,11607.771982057084
100000.0,-0.265049717510535,21.283470744582225,7.240748134820262,14.872997859523904,-23.5,16905.7591063919
100000.0,-0.3141622852331981,20.486257705060083,7.287744800553415,15.191883075332761,-23.5,19241.425386883475
100000.0,-0.3596103241874393,19.689434725335033,7.334450883654063,15.510612267222783,-23.5,21906.2585872995
100000.0,-0.40210582971067266,18.893102139681353,7.380881698864038,15.829145301484253,-23.5,24955.13249885168
100000.0,-0.44178241904725707,18.09734429026006,7.427080726674736,16.147448441252767,-23.5,28415.09057986231
100000.0,-0.5147607750691898,16.507838806177418,7.518944342605802,16.783250634885828,-23.5,36865.99917239482
100000.0,-0.580594556953136,14.922476502215536,7.609948158198348,17.417395556470577,-23.5,47813.53716123942
